source_group,price,area_total,rooms,floor,floors_total,address,metro,metro_walk_min,kitchen_area,walls,link
3k,16200000,57.5,3,6,9,"3к, 57.5м², 6/9 этаж, ул. Кронштадтский бульвар, 39к2, Москва, квартира",минут пешком или,5,4.0,Кирпичные,https://msk.etagi.com/realty/10664298/
3k,26300000,75.1,3,11,16,"3к, 75.1м², 11/16 этаж, ул. Маршала Катукова, 15к1, Москва, квартира",Строгино,11,10.5,Панельные,https://msk.etagi.com/realty/10664964/
3k,36900000,80.0,3,7,8,"3к, 80м², 7/8 этаж, ул. проспект Мира, 180, Москва, квартира",,,7.0,Кирпичные,https://msk.etagi.com/realty/10571558/
3k,14150000,56.0,3,1,9,"3к, 56м², 1/9 этаж, ул. 3-я Владимирская, 6, Москва, квартира",,,5.0,Кирпичные,https://msk.etagi.com/realty/10572697/
3k,16990000,57.0,3,4,9,"3к, 57.4м², 4/9 этаж, ул. Миллионная, 13к2, Москва, квартира",,,6.0,Кирпичные,https://msk.etagi.com/realty/10574252/
3k,108000000,96.0,3,25,41,"3к, 96м², 25/41 этаж, ул. Ленинградский проспект, 37/2, Москва, квартира",Профессиональные водители подадут ваш автомобиль к лобби за,10,10.0,Монолитные,https://msk.etagi.com/realty/10581296/
3k,7600000,82.7,3,2,4,"3к, 82.7м², 2/4 этаж, ул. 2-я Дубровская, 6, Москва, квартира",Пролетарская,8,6.0,Монолитные,https://msk.etagi.com/realty/10583263/
3k,35000000,108.0,3,14,18,"3к, 108м², 14/18 этаж, ул. Мельникова, 3к7, Москва, квартира",На карте Волгоградский проспект,9,15.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/10584475/
3k,26000000,85.3,3,4,6,"3к, 85.3м², 4/6 этаж, ул. Коккинаки, 8, Москва, квартира",,,8.9,Кирпичные,https://msk.etagi.com/realty/10401886/
3k,70500000,114.0,3,12,23,"3к, 114м², 12/23 этаж, ул. Херсонская, 43, Москва, квартира",На карте Зюзино,14,11.0,Монолитные,https://msk.etagi.com/realty/10406844/
3k,23900000,84.9,3,4,5,"3к, 84.9м², 4/5 этаж, ул. Первомайская, 46, Москва, квартира",Первомайская,9,8.6,Монолитные,https://msk.etagi.com/realty/10411019/
3k,31800000,85.3,3,20,22,"3к, 85.3м², 20/22 этаж, ул. Старокоптевский переулок, 4, Москва, квартира",Коптево,8,15.8,Монолитно-Кирпичный,https://msk.etagi.com/realty/10417860/
3k,21999000,80.0,3,2,14,"3к, 80м², 2/14 этаж, ул. Головачёва, 27, Москва, квартира",Котельники,36,12.0,Панельные,https://msk.etagi.com/realty/10421159/
3k,24500000,72.7,3,4,21,"3к, 72.7м², 4/21 этаж, ул. Героев Панфиловцев, 31, Москва, квартира",составляет всего,7,9.0,Монолитные,https://msk.etagi.com/realty/10431619/
3k,28000000,74.2,3,2,17,"3к, 74.2м², 2/17 этаж, ул. Седова, 2к1, Москва, квартира",,,11.0,Панельные,https://msk.etagi.com/realty/10162506/
3k,35000000,54.5,3,1,5,"3к, 54.5м², 1/5 этаж, ул. Кропоткинский переулок, 9-11, Москва, квартира",На карте Парк культуры,5,7.0,Кирпичные,https://msk.etagi.com/realty/10174443/
3k,76500000,102.4,3,9,10,"3к, 102.4м², 9/10 этаж, ул. 3-я Фрунзенская, 9, Москва, квартира",Фрунзенская,11,9.0,Арболитовые,https://msk.etagi.com/realty/10179533/
3k,25800000,86.6,3,3,5,"3к, 86.6м², 3/5 этаж, ул. Маршала Соколовского, 13, Москва, квартира",На карте Октябрьское Поле,9,7.7,Кирпичные,https://msk.etagi.com/realty/10180043/
3k,147500000,173.84,3,7,13,"3к, 173.84м², 7/13 этаж, ул. Вавилова, 81к1, Москва, квартира",не более,15,16.0,Монолитные,https://msk.etagi.com/realty/10182807/
3k,38000000,96.0,3,16,29,"3к, 96м², 16/29 этаж, ул. Ивана Франко, 6, Москва, апартаменты",Кунцевская,2,20.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/10184152/
3k,22600000,73.7,3,1,17,"3к, 73.7м², 1/17 этаж, ул. Академика Анохина, 5к3, Москва, квартира",,,11.4,Панельные,https://msk.etagi.com/realty/9858549/
3k,39999990,68.3,3,6,20,"3к, 68.3м², 6/20 этаж, ул. Мустая Карима, 12, Москва, квартира",На карте Технопарк,11,17.0,Монолитно-Каркасные,https://msk.etagi.com/realty/9859644/
3k,38000000,73.8,3,2,19,"3к, 73.8м², 2/19 этаж, ул. Берёзовая аллея, 17к2, Москва, квартира",Ботанический сад,18,19.1,Монолитные,https://msk.etagi.com/realty/9864918/
3k,32500000,78.7,3,44,46,"3к, 78.7м², 44/46 этаж, ул. Академика Волгина, 2, Москва, квартира",На карте Калужская,17,9.5,Монолитные,https://msk.etagi.com/realty/9882329/
3k,65000000,107.2,3,5,27,"3к, 107.2м², 5/27 этаж, ул. Шмитовский проезд, 39к8, Москва, квартира",Шелепиха Тестовская,6,33.0,Монолитные,https://msk.etagi.com/realty/9883759/
3k,34000000,90.0,3,9,14,"3к, 90м², 9/14 этаж, ул. Шепелюгинская, 16а, Москва, квартира",а На карте Москва-Товарная,12,11.8,Монолитные,https://msk.etagi.com/realty/9932369/
3k,20550000,83.5,3,1,16,"3к, 83.5м², 1/16 этаж, ул. Люблинская, 39/2, Москва, квартира",На карте Печатники,5,11.0,Панели железобетонные,https://msk.etagi.com/realty/4243171/
3k,36500000,68.2,3,12,30,Посмотреть 10 фото,Мичуринский проспект,11,19.8,Монолитно-Кирпичный,https://msk.etagi.com/realty/9043268/
3k,28100000,87.3,3,21,24,"3к, 87.3м², 21/24 этаж, ул. Дмитровское шоссе, 107к4, Москва, квартира",Яхромская,6,12.5,Монолитные,https://msk.etagi.com/realty/9099079/
3k,21000000,60.0,3,8,9,"3к, 60м², 8/9 этаж, ул. Туристская, 22к2, Москва, квартира",На карте Планерная,14,6.0,Панельные,https://msk.etagi.com/realty/9160982/
3k,15750000,63.2,3,1,12,"3к, 63.2м², 1/12 этаж, ул. Дегунинская, 13к2, Москва, квартира",Моссельмаш,6,6.6,Панельные,https://msk.etagi.com/realty/9172965/
3k,30000000,77.7,3,1,8,"3к, 77.7м², 1/8 этаж, ул. Ломоносовский проспект, 4к2, Москва, квартира",На карте Университет,18,8.5,Кирпич красный,https://msk.etagi.com/realty/9187373/
3k,18100000,62.3,3,8,12,"3к, 62.3м², 8/12 этаж, ул. Балаклавский проспект, 46а, Москва, квартира",Каховская Зюзино,12,6.5,Блочные,https://msk.etagi.com/realty/5858885/
3k,20000000,68.2,3,1,5,"3к, 68.2м², 1/5 этаж, ул. Большая Набережная, 1к1, Москва, квартира",Тушинская,14,9.0,Кирпичные,https://msk.etagi.com/realty/5872334/
3k,19600000,83.8,3,4,15,"3к, 83.8м², 4/15 этаж, ул. Ленинградское шоссе, 228к6, Москва, квартира",Молжаниново,17,12.0,Панельные,https://msk.etagi.com/realty/5873058/
3k,53900000,85.0,3,18,43,"3к, 85м², 18/43 этаж, ул. Шелепихинская набережная, 40к2, Москва, квартира",Хорошёво,17,28.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/5885583/
3k,22900000,80.3,3,6,31,"3к, 80.3м², 6/31 этаж, ул. Тагильская, 6/1к2, Москва, квартира",На карте Бульвар Рокоссовского,17,24.3,Монолитно-Кирпичный,https://msk.etagi.com/realty/6516677/
3k,28000000,90.0,3,18,18,"3к, 90м², 18/18 этаж, ул. Детская, 19, Москва, квартира",На карте Бульвар Рокоссовского,17,15.0,Монолитные,https://msk.etagi.com/realty/6788579/
3k,20000000,71.0,3,15,16,"3к, 71м², 15/16 этаж, ул. Илимская, 8/2, Москва, квартира",Алтуфьево,14,8.0,Панельные,https://msk.etagi.com/realty/10194085/
3k,120000000,122.5,3,8,16,"3к, 122.5м², 8/16 этаж, ул. Фрунзенская набережная, 50, Москва, квартира",Спортивная,14,25.0,Кирпичные,https://msk.etagi.com/realty/1776012/
3k,18000000,81.6,3,3,17,"3к, 81.6м², 3/17 этаж, ул. Сочинская, 2, Москва, квартира",,,10.4,Монолитные,https://msk.etagi.com/realty/1787547/
3k,13000000,51.0,3,1,9,"3к, 51м², 1/9 этаж, ул. Кустанайская, 14к1, Москва, квартира",,,6.0,Панельные,https://msk.etagi.com/realty/1865467/
3k,46000000,133.9,3,8,19,"3к, 133.9м², 8/19 этаж, ул. проспект Маршала Жукова, 76к2, Москва, квартира",Народное Ополчение,33,24.9,Монолитные,https://msk.etagi.com/realty/2501249/
3k,51600000,103.0,3,17,25,"3к, 103м², 17/25 этаж, ул. Янковского, 1к2, Москва, квартира",Аминьевская,5,18.0,Сборно-монолитный железобетон,https://msk.etagi.com/realty/2505334/
3k,143000000,130.0,3,15,18,"3к, 130м², 15/18 этаж, ул. Серпуховский Вал, 21к4, Москва, квартира",Шаболовская,14,24.0,Монолитные,https://msk.etagi.com/realty/10569077/
3k,24200000,73.4,3,14,23,"3к, 73.4м², 14/23 этаж, ул. Веерная, 26а, Москва, квартира",Матвеевская,9,10.5,Монолитные,https://msk.etagi.com/realty/553266/
3k,18990000,74.3,3,10,17,"3к, 74.3м², 10/17 этаж, ул. Кантемировская, 4к1, Москва, квартира",Москворечье,9,10.1,Панельные,https://msk.etagi.com/realty/586598/
3k,15000000,64.8,3,2,12,"3к, 64.8м², 2/12 этаж, ул. Шипиловская, 25к1, Москва, квартира",Домодедовская,18,6.5,Панельные,https://msk.etagi.com/realty/611519/
3k,16999000,58.2,3,8,9,"3к, 58.2м², 8/9 этаж, ул. Дмитровское шоссе, 43к1, Москва, квартира",На карте Петровско-Разумовская,3,6.0,Панельные,https://msk.etagi.com/realty/613550/
3k,29000000,66.7,3,5,14,"3к, 66.7м², 5/14 этаж, ул. Гарибальди, 10к4, Москва, квартира",Новаторская,14,8.3,Кирпичные,https://msk.etagi.com/realty/625797/
3k,14400000,54.6,3,2,9,Посмотреть 5 фото,,,10.0,Панели железобетонные,https://msk.etagi.com/realty/12061688/
3k,14700000,53.1,3,6,9,Посмотреть 7 фото,,,20.0,Панели железобетонные,https://msk.etagi.com/realty/12068044/
3k,30000000,84.0,3,2,20,"3к, 84м², 2/20 этаж, ул. Самуила Маршака, 15к1, квартира",На карте Рассказовка,8,11.0,Монолитные,https://msk.etagi.com/realty/12083822/
3k,26000000,81.0,3,3,17,Посмотреть 7 фото,,,10.0,Монолитные,https://msk.etagi.com/realty/12088751/
3k,21900000,62.0,3,2,15,"3к, 62м², 2/15 этаж, ул. Саларьевская, 10к1, квартира",На карте Саларьево,11,6.0,Панели металлические,https://msk.etagi.com/realty/12118045/
3k,21900000,61.0,3,5,15,"3к, 61м², 5/15 этаж, ул. Василия Ощепкова, 2, квартира",мин пешком или,7,13.0,Монолитный железобетонный каркас,https://msk.etagi.com/realty/12120012/
3k,19500000,63.1,3,1,9,"3к, 63.1м², 1/9 этаж, ул. Николо-Хованская, 32, квартира",До метро Прокшино,15,9.0,Монолитно-заливные,https://msk.etagi.com/realty/4845833/
3k,26000000,86.0,3,2,22,"3к, 86м², 2/22 этаж, ул. бульвар Андрея Тарковского, 11, квартира",На карте Рассказовка,18,18.0,"Кирпичные, монолитно-каркасные",https://msk.etagi.com/realty/6833013/
3k,18999000,84.6,3,1,9,"3к, 84.6м², 1/9 этаж, ул. Николо-Хованская, 16, квартира",,,12.0,Блочные,https://msk.etagi.com/realty/7789219/
3k,27000000,79.6,3,6,22,"3к, 79.6м², 6/22 этаж, ул. Родниковая, 30к1, квартира",Саларьево,20,10.5,Монолитные,https://msk.etagi.com/realty/7795439/
3k,20500000,82.2,3,3,9,"3к, 82.2м², 3/9 этаж, ул. бульвар Веласкеса, 5к1, квартира",,,12.0,Монолитные,https://msk.etagi.com/realty/9553173/
3k,12850000,72.5,3,4,20,Посмотреть 12 фото,На карте Филатов Луг,26,5.6,Сборно-монолитный железобетон,https://msk.etagi.com/realty/9575306/
3k,39900000,68.5,3,7,29,"3к, 68.5м², 7/29 этаж, ул. Виктора Маслова, 2, Москва, квартира",На карте Дубровка,18,18.0,Монолитные,https://msk.etagi.com/realty/12239329/
3k,19000000,72.1,3,4,22,"3к, 72.1м², 4/22 этаж, ул. Мусы Джалиля, 26к1, Москва, квартира",На карте Шипиловская,2,9.8,Панельные,https://msk.etagi.com/realty/12240022/
3k,34000000,67.0,3,6,8,"3к, 67м², 6/8 этаж, ул. шоссе Энтузиастов, 1к2, Москва, квартира",На карте Москва-Товарная,3,21.0,Монолитно-Каркасные,https://msk.etagi.com/realty/12241544/
